Sexo de la victima,Grupo de edad de la victima,Zona del Hecho,Escenario del Hecho,Mes del hecho,Dia del hecho,Rango de Hora del Hecho X 3 Horas,Departamento del hecho DANE,Mecanismo Causal,Diagnostico Topográfico de la Lesión,Presunto Agresor,Pertenencia Grupal,Escolaridad,Ancestro Racial
Hombre,(15 a 17),Cabecera municipal,vía pública,Octubre,Domingo,18:00 a 20:59,Atlántico,Proyectil de arma de fuego,Trauma de Tórax,Agresor desconocido,Ninguno,Educación básica primaria,Sin información
Hombre,(40 a 44),Cabecera municipal,vía pública,Octubre,Domingo,15:00 a 17:59,Atlántico,Proyectil de arma de fuego,Politraumatismo,Agresor desconocido,Ninguno,Educación básica secundaria o secundaria baja,Mestizo
Hombre,(30 a 34),Cabecera municipal,vía pública,Octubre,Domingo,18:00 a 20:59,Atlántico,Proyectil de arma de fuego,Politraumatismo,Agresor desconocido,Persona adicta a una droga natural o sintética,Educación básica primaria,Mestizo
Hombre,(40 a 44),Cabecera municipal,vía pública,Octubre,Martes,21:00 a 23:59,Atlántico,Proyectil de arma de fuego,Trauma craneano,Agresor desconocido,Persona adicta a una droga natural o sintética,Educación inicial y educación preescolar,Mestizo
Hombre,(20 a 24),Cabecera municipal,"espacios acuáticos al aire libre (mar, río, arroyo, humedal, lago, etc.)",Octubre,Martes,18:00 a 20:59,Atlántico,Proyectil de arma de fuego,Politraumatismo,Agresor desconocido,Ninguno,Educación básica secundaria o secundaria baja,Mestizo
Hombre,(25 a 29),Cabecera municipal,vía pública,Octubre,Lunes,Sin información,Atlántico,Corto punzante,Trauma de Tórax,Agresor desconocido,Ninguno,Educación básica primaria,Mestizo
Hombre,(40 a 44),Cabecera municipal,vía pública,Octubre,Lunes,09:00 a 11:59,Atlántico,Proyectil de arma de fuego,Politraumatismo,Agresor desconocido,Ninguno,Educación básica secundaria o secundaria baja,Sin información
Hombre,(25 a 29),Cabecera municipal,vía pública,Octubre,Lunes,09:00 a 11:59,Atlántico,Proyectil de arma de fuego,Trauma de Tórax,Agresor desconocido,Ninguno,Educación básica secundaria o secundaria baja,Mestizo
Hombre,(25 a 29),Cabecera municipal,vía pública,Octubre,Martes,Sin información,Atlántico,Proyectil de arma de fuego,Trauma craneano,Agresor desconocido,Ninguno,Educación técnica profesional y tecnológica,Mestizo
Hombre,(25 a 29),Cabecera municipal,taller,Octubre,Jueves,06:00 a 08:59,Atlántico,Proyectil de arma de fuego,Politraumatismo,Agresor desconocido,Ninguno,Educación básica secundaria o secundaria baja,Mestizo
Hombre,(40 a 44),Cabecera municipal,vivienda,Octubre,Jueves,21:00 a 23:59,Atlántico,Proyectil de arma de fuego,Trauma craneano,Agresor desconocido,Ninguno,Educación básica secundaria o secundaria baja,Sin información
Hombre,(20 a 24),Cabecera municipal,vía pública,Octubre,Martes,Sin información,Atlántico,Proyectil de arma de fuego,Trauma de abdomen,Agresor desconocido,Ninguno,Educación media o secundaria alta,Mestizo
Hombre,(35 a 39),Cabecera municipal,vía pública,Octubre,Domingo,18:00 a 20:59,Atlántico,Proyectil de arma de fuego,Trauma craneano,Agresor desconocido,Persona adicta a una droga natural o sintética,Educación básica primaria,Mestizo
Hombre,(25 a 29),Cabecera municipal,vía pública,Octubre,Domingo,21:00 a 23:59,Atlántico,Corto punzante,Trauma de Tórax,Agresor desconocido,Ninguno,Educación básica primaria,Mestizo
Hombre,(25 a 29),Cabecera municipal,vía pública,Octubre,Domingo,18:00 a 20:59,Atlántico,Proyectil de arma de fuego,Trauma craneano,Agresor desconocido,Ninguno,Educación inicial y educación preescolar,Mestizo
Hombre,(30 a 34),Cabecera municipal,vía pública,Octubre,Domingo,Sin información,Atlántico,Proyectil de arma de fuego,Trauma de Tórax,Agresor desconocido,Ninguno,Educación inicial y educación preescolar,Mestizo
Hombre,(30 a 34),Cabecera municipal,vía pública,Octubre,Martes,Sin información,Atlántico,Proyectil de arma de fuego,Trauma de miembros,Agresor desconocido,Ninguno,Educación básica primaria,Mestizo
Hombre,(30 a 34),Cabecera municipal,vía pública,Octubre,Martes,21:00 a 23:59,Atlántico,Proyectil de arma de fuego,Trauma craneano,Agresor desconocido,Ninguno,Educación básica secundaria o secundaria baja,Mestizo
Hombre,(15 a 17),Cabecera municipal,vía pública,Octubre,Jueves,Sin información,Atlántico,Corto punzante,Trauma de cuello,Agresor desconocido,Ninguno,Educación básica primaria,Sin información
Hombre,(30 a 34),Cabecera municipal,vía pública,Octubre,Jueves,09:00 a 11:59,Atlántico,Proyectil de arma de fuego,Trauma craneano,Agresor desconocido,Ninguno,Educación básica secundaria o secundaria baja,Mestizo
Hombre,(30 a 34),Cabecera municipal,vía pública,Noviembre,Viernes,Sin información,Atlántico,Proyectil de arma de fuego,Politraumatismo,Agresor desconocido,Ninguno,Educación básica secundaria o secundaria baja,Mestizo
Hombre,(40 a 44),Cabecera municipal,vía pública,Noviembre,Sábado,Sin información,Atlántico,Corto punzante,Politraumatismo,Agresor desconocido,Persona adicta a una droga natural o sintética,Sin información,Mestizo
Hombre,(25 a 29),Cabecera municipal,vía pública,Noviembre,Lunes,21:00 a 23:59,Atlántico,Proyectil de arma de fuego,Politraumatismo,Agresor desconocido,Ninguno,Educación básica primaria,Mestizo
Hombre,(25 a 29),Cabecera municipal,vía pública,Noviembre,Miércoles,Sin información,Atlántico,Proyectil de arma de fuego,Politraumatismo,Agresor desconocido,Persona adicta a una droga natural o sintética,Sin escolaridad,Mestizo
Hombre,(30 a 34),Cabecera municipal,vivienda,Noviembre,Jueves,12:00 a 14:59,Atlántico,Corto contundente,Trauma craneano,Agresor desconocido,Sector social LGBTI (OSIGD),Educación básica primaria,Mestizo
Hombre,(25 a 29),Cabecera municipal,vía pública,Noviembre,Viernes,Sin información,Atlántico,Proyectil de arma de fuego,Trauma de abdomen,Agresor desconocido,Ninguno,Sin información,Mestizo
Hombre,(25 a 29),Cabecera municipal,vía pública,Noviembre,Sábado,Sin información,Atlántico,Proyectil de arma de fuego,Trauma craneano,Agresor desconocido,Ninguno,Educación básica secundaria o secundaria baja,Mestizo
Hombre,(15 a 17),Cabecera municipal,vía pública,Noviembre,Sábado,Sin información,Atlántico,Proyectil de arma de fuego,Trauma craneano,Agresor desconocido,Ninguno,Educación básica secundaria o secundaria baja,Mestizo
Hombre,(15 a 17),Cabecera municipal,vía pública,Noviembre,Sábado,Sin información,Atlántico,Proyectil de arma de fuego,Politraumatismo,Agresor desconocido,Ninguno,Educación básica secundaria o secundaria baja,Mestizo
Hombre,(15 a 17),Cabecera municipal,vía pública,Noviembre,Domingo,18:00 a 20:59,Atlántico,Corto punzante,Trauma de abdomen,Tío (a),Ninguno,Educación básica primaria,Mestizo
Hombre,(25 a 29),Cabecera municipal,vivienda,Noviembre,Lunes,Sin información,Atlántico,Proyectil de arma de fuego,Trauma craneano,Agresor desconocido,Ninguno,Educación inicial y educación preescolar,Mestizo
Hombre,(30 a 34),Cabecera municipal,vivienda,Noviembre,Lunes,Sin información,Atlántico,Proyectil de arma de fuego,Politraumatismo,Agresor desconocido,Ninguno,Educación media o secundaria alta,Mestizo
Hombre,(18 a 19),Cabecera municipal,vía pública,Noviembre,Domingo,Sin información,Atlántico,Corto contundente,Trauma de Tórax,Agresor desconocido,Ninguno,Sin información,Mestizo
Hombre,(50 a 54),Cabecera municipal,vivienda,Noviembre,Miércoles,Sin información,Atlántico,Proyectil de arma de fuego,Trauma craneano,Agresor desconocido,Persona adicta a una droga natural o sintética,Educación básica primaria,Sin información
Hombre,(20 a 24),Cabecera municipal,vía pública,Noviembre,Domingo,Sin información,Atlántico,Corto punzante,Trauma de Tórax,Agresor desconocido,Ninguno,Educación básica secundaria o secundaria baja,Mestizo
Hombre,(25 a 29),Cabecera municipal,vía pública,Noviembre,Domingo,Sin información,Atlántico,Proyectil de arma de fuego,Politraumatismo,Agresor desconocido,Ninguno,Educación básica secundaria o secundaria baja,Sin información
Hombre,(25 a 29),Cabecera municipal,vía pública,Noviembre,Lunes,Sin información,Atlántico,Proyectil de arma de fuego,Politraumatismo,Agresor desconocido,Ninguno,Educación básica secundaria o secundaria baja,Sin información
Hombre,(25 a 29),Cabecera municipal,vía pública,Noviembre,Lunes,00:00 a 02:59,Atlántico,Corto punzante,Politraumatismo,Agresor desconocido,Ninguno,Educación básica primaria,Mestizo
Hombre,(25 a 29),Cabecera municipal,vía pública,Noviembre,Lunes,09:00 a 11:59,Atlántico,Proyectil de arma de fuego,Politraumatismo,Agresor desconocido,Ninguno,Educación básica primaria,Mestizo
Hombre,(35 a 39),Cabecera municipal,"espacios terrestres al aire libre (bosque, potrero, montaña, playa, etc.)",Noviembre,Lunes,Sin información,Atlántico,Proyectil de arma de fuego,Politraumatismo,Agresor desconocido,Persona adicta a una droga natural o sintética,Educación básica primaria,Mestizo
Hombre,(35 a 39),Cabecera municipal,vía pública,Noviembre,Lunes,00:00 a 02:59,Atlántico,Proyectil de arma de fuego,Trauma craneano,Agresor desconocido,Ninguno,Educación básica secundaria o secundaria baja,Mestizo
Hombre,(40 a 44),Cabecera municipal,vivienda,Noviembre,Martes,18:00 a 20:59,Atlántico,Proyectil de arma de fuego,Politraumatismo,Agresor desconocido,Ninguno,Educación básica secundaria o secundaria baja,Mestizo
Hombre,(35 a 39),Cabecera municipal,vivienda,Noviembre,Martes,18:00 a 20:59,Atlántico,Proyectil de arma de fuego,Politraumatismo,Agresor desconocido,Ninguno,Educación básica secundaria o secundaria baja,Mestizo
Hombre,(15 a 17),Cabecera municipal,vía pública,Noviembre,Jueves,Sin información,Atlántico,Corto punzante,Trauma de Tórax,Agresor desconocido,Ninguno,Educación inicial y educación preescolar,Mestizo
Hombre,(30 a 34),Cabecera municipal,vía pública,Noviembre,Viernes,Sin información,Atlántico,Corto punzante,Politraumatismo,Agresor desconocido,Persona bajo custodia,Educación básica secundaria o secundaria baja,Mestizo
Hombre,(25 a 29),Cabecera municipal,vivienda,Noviembre,Sábado,Sin información,Atlántico,Proyectil de arma de fuego,Trauma craneano,Agresor desconocido,Ninguno,Educación básica secundaria o secundaria baja,Mulato
Hombre,(20 a 24),Cabecera municipal,vía pública,Noviembre,Sábado,12:00 a 14:59,Atlántico,Proyectil de arma de fuego,Trauma de Tórax,Pandillas,Ninguno,Educación básica primaria,Mestizo
Hombre,(25 a 29),Cabecera municipal,vía pública,Noviembre,Sábado,21:00 a 23:59,Atlántico,Proyectil de arma de fuego,Politraumatismo,Agresor desconocido,Ninguno,Educación básica secundaria o secundaria baja,Mestizo
Hombre,(18 a 19),Cabecera municipal,vía pública,Noviembre,Jueves,09:00 a 11:59,Atlántico,Proyectil de arma de fuego,Trauma de Tórax,Agresor desconocido,Persona adicta a una droga natural o sintética,Educación básica primaria,Mestizo
Hombre,(40 a 44),Cabecera municipal,vía pública,Noviembre,Sábado,Sin información,Atlántico,Proyectil de arma de fuego,Politraumatismo,Agresor desconocido,Persona adicta a una droga natural o sintética,Educación básica secundaria o secundaria baja,Mestizo
Hombre,(45 a 49),Cabecera municipal,vía pública,Noviembre,Sábado,Sin información,Atlántico,Proyectil de arma de fuego,Politraumatismo,Agresor desconocido,Ninguno,Educación básica secundaria o secundaria baja,Mestizo
Mujer,(00 a 04),Cabecera municipal,"centro de atención médica (hospital, clínica, consultorio, etc.)",Diciembre,Martes,Sin información,Atlántico,Contundente,Politraumatismo,Sin información,Ninguno,Sin escolaridad,Mestizo
Hombre,(25 a 29),Cabecera municipal,vía pública,Diciembre,Martes,Sin información,Atlántico,Proyectil de arma de fuego,Trauma de Tórax,Policía,Ninguno,Educación básica secundaria o secundaria baja,Mestizo
Hombre,(30 a 34),Cabecera municipal,vía pública,Diciembre,Miércoles,Sin información,Atlántico,Proyectil de arma de fuego,Trauma de Tórax,Agresor desconocido,Persona adicta a una droga natural o sintética,Educación inicial y educación preescolar,Mestizo
Hombre,(20 a 24),Cabecera municipal,vía pública,Diciembre,Jueves,Sin información,Atlántico,Proyectil de arma de fuego,Politraumatismo,Agresor desconocido,Otro,Educación básica secundaria o secundaria baja,Mestizo
Hombre,(50 a 54),Cabecera municipal,vía pública,Diciembre,Viernes,Sin información,Atlántico,Proyectil de arma de fuego,Trauma de cuello,Agresor desconocido,Ninguno,Educación básica secundaria o secundaria baja,Mestizo
Hombre,(15 a 17),Cabecera municipal,vía pública,Diciembre,Viernes,Sin información,Atlántico,Proyectil de arma de fuego,Politraumatismo,Agresor desconocido,Ninguno,Educación básica primaria,Mestizo
Mujer,(40 a 44),Cabecera municipal,vía pública,Diciembre,Domingo,Sin información,Atlántico,Proyectil de arma de fuego,Trauma de abdomen,Agresor desconocido,Ninguno,Educación básica primaria,Mestizo
Hombre,(30 a 34),Cabecera municipal,vía pública,Diciembre,Domingo,Sin información,Atlántico,Proyectil de arma de fuego,Trauma de abdomen,Agresor desconocido,Ninguno,Sin información,Mestizo
Hombre,(20 a 24),Cabecera municipal,vía pública,Diciembre,Domingo,Sin información,Atlántico,Proyectil de arma de fuego,Politraumatismo,Agresor desconocido,Ninguno,Sin información,Mestizo
Hombre,(25 a 29),Cabecera municipal,vía pública,Diciembre,Domingo,Sin información,Atlántico,Corto contundente,Trauma craneano,Agresor desconocido,Persona adicta a una droga natural o sintética,Educación básica primaria,Sin información
Hombre,(20 a 24),Cabecera municipal,lugares de esparcimiento con expendio de alcohol,Diciembre,Domingo,Sin información,Atlántico,Proyectil de arma de fuego,Politraumatismo,Agresor desconocido,Ninguno,Educación básica primaria,Mestizo
Mujer,(40 a 44),Cabecera municipal,vivienda,Diciembre,Domingo,Sin información,Atlántico,Corto punzante,Trauma de Tórax,Agresor desconocido,Ninguno,Educación básica primaria,Mestizo
Hombre,(25 a 29),Cabecera municipal,vía pública,Diciembre,Lunes,Sin información,Atlántico,Proyectil de arma de fuego,Politraumatismo,Agresor desconocido,Ninguno,Educación básica secundaria o secundaria baja,Mestizo
Hombre,(20 a 24),Cabecera municipal,vía pública,Diciembre,Martes,Sin información,Atlántico,Corto punzante,Trauma de Tórax,Agresor desconocido,Ninguno,Educación básica primaria,Mestizo
Hombre,(25 a 29),Cabecera municipal,vía pública,Diciembre,Miércoles,Sin información,Atlántico,Proyectil de arma de fuego,Trauma craneano,Agresor desconocido,Ninguno,Educación básica primaria,Mestizo
Hombre,(35 a 39),Cabecera municipal,vía pública,Diciembre,Jueves,Sin información,Atlántico,Cortante,Trauma de cuello,Agresor desconocido,Ninguno,Educación básica secundaria o secundaria baja,Sin información
Hombre,(20 a 24),Cabecera municipal,vía pública,Diciembre,Viernes,Sin información,Atlántico,Cortante,Trauma de cuello,Agresor desconocido,Persona en situación de calle,Sin escolaridad,Mestizo
Hombre,(40 a 44),Cabecera municipal,vía pública,Diciembre,Miércoles,Sin información,Atlántico,Proyectil de arma de fuego,Trauma de abdomen,Agresor desconocido,Ninguno,Educación básica secundaria o secundaria baja,Mestizo
Hombre,(20 a 24),Cabecera municipal,vía pública,Diciembre,Viernes,Sin información,Magdalena,Proyectil de arma de fuego,Trauma de Tórax,Agresor desconocido,Ninguno,Educación básica secundaria o secundaria baja,Mestizo
Mujer,(15 a 17),Cabecera municipal,vivienda,Diciembre,Viernes,Sin información,Atlántico,Corto punzante,Politraumatismo,Agresor desconocido,Ninguno,Educación básica secundaria o secundaria baja,Mestizo
Hombre,(35 a 39),Cabecera municipal,vía pública,Diciembre,Viernes,Sin información,Atlántico,Proyectil de arma de fuego,Politraumatismo,Agresor desconocido,Ninguno,Educación inicial y educación preescolar,Mestizo
Hombre,(15 a 17),Cabecera municipal,vía pública,Diciembre,Domingo,Sin información,Atlántico,Proyectil de arma de fuego,Trauma de Tórax,Agresor desconocido,Persona adicta a una droga natural o sintética,Educación básica primaria,Mestizo
Hombre,(35 a 39),Cabecera municipal,vivienda,Diciembre,Sábado,Sin información,Atlántico,Proyectil de arma de fuego,Trauma craneano,Agresor desconocido,Ninguno,Educación básica secundaria o secundaria baja,Mestizo
Hombre,(35 a 39),Cabecera municipal,vía pública,Diciembre,Lunes,Sin información,Atlántico,Proyectil de arma de fuego,Trauma craneano,Agresor desconocido,Persona adicta a una droga natural o sintética,Educación básica primaria,Sin información
Hombre,(20 a 24),Cabecera municipal,sin información,Diciembre,Lunes,Sin información,Atlántico,Proyectil de arma de fuego,Politraumatismo,Agresor desconocido,Ninguno,Educación básica primaria,Sin información
Hombre,(15 a 17),Cabecera municipal,vía pública,Diciembre,Lunes,Sin información,Atlántico,Corto punzante,Trauma de Tórax,Agresor desconocido,Persona adicta a una droga natural o sintética,Educación básica primaria,Mestizo
Hombre,(35 a 39),Cabecera municipal,vía pública,Diciembre,Sábado,03:00 a 05:59,Atlántico,Proyectil de arma de fuego,Politraumatismo,Agresor desconocido,Ninguno,Educación inicial y educación preescolar,Mestizo
